,destination,lines,origin,route,transfers,transferstations
af921d3a-7e25-11e9-b301-7831c1d08f6a,Henk Sneevlietweg,"['metro52', 'metro51']",Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']",1,['Station Zuid']
af936802-7e25-11e9-9a71-7831c1d08f6a,Amstelstation,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation']",1,['Centraal Station']
af975b9c-7e25-11e9-a1c7-7831c1d08f6a,Station Bijlmer ArenA,"['metro52', 'metro51', 'metro54']",Europaplein,"['Europaplein', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",2,"['Station Zuid', 'Spaklerweg']"
af9a4598-7e25-11e9-970e-7831c1d08f6a,Henk Sneevlietweg,"['metro52', 'metro51']",Rokin,"['Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']",1,['Station Zuid']
af9d4926-7e25-11e9-ac15-7831c1d08f6a,Station Holendrecht,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht']",0,[]
afa1ae76-7e25-11e9-97c3-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Amstelstation,"['Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
afa22964-7e25-11e9-aee4-7831c1d08f6a,Centraal Station,['metro52'],De Pijp,"['De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",0,[]
afa49a0a-7e25-11e9-846e-7831c1d08f6a,Waterlooplein,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein']",1,['Centraal Station']
afa597ac-7e25-11e9-a8b6-7831c1d08f6a,Amstelstation,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation']",1,['Spaklerweg']
afa65750-7e25-11e9-af4c-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Station RAI,"['Station RAI', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
afa893ba-7e25-11e9-8629-7831c1d08f6a,Weesperplein,['metro54'],Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']",0,[]
afaa20cc-7e25-11e9-845c-7831c1d08f6a,Weesperplein,"['metro51', 'metro54']",Station Zuid,"['Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']",1,['Spaklerweg']
afad3840-7e25-11e9-9356-7831c1d08f6a,Station Bijlmer ArenA,"['metro50', 'metro54']",Overamstel,"['Overamstel', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Van der Madeweg']
afae011c-7e25-11e9-92be-7831c1d08f6a,Centraal Station,['metro54'],Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
afae0ec8-7e25-11e9-80e1-7831c1d08f6a,Centraal Station,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station']",0,[]
afafaa08-7e25-11e9-97a6-7831c1d08f6a,Station Zuid,"['metro53', 'metro50', 'metro51']",Kraaienneststation,"['Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid']",2,"['Van der Madeweg', 'Overamstel']"
afb12934-7e25-11e9-b381-7831c1d08f6a,Amstelstation,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation']",1,['Centraal Station']
afb49f2c-7e25-11e9-88ac-7831c1d08f6a,Station Holendrecht,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht']",1,['Centraal Station']
afb56c0c-7e25-11e9-9914-7831c1d08f6a,Centraal Station,['metro54'],Wibautstraat,"['Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
afb8f5cc-7e25-11e9-822d-7831c1d08f6a,Station Sloterdijk,['metro51'],Station Zuid,"['Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']",0,[]
afb9067a-7e25-11e9-a562-7831c1d08f6a,Reigersbos,['metro54'],Gein,"['Gein', 'Reigersbos']",0,[]
afba3bb4-7e25-11e9-8688-7831c1d08f6a,Station Zuid,['metro51'],Station Lelylaan,"['Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid']",0,[]
afbe31a4-7e25-11e9-86ee-7831c1d08f6a,Noord,"['metro53', 'metro54', 'metro52']",Kraaienneststation,"['Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Noorderpark', 'Noord']",2,"['Van der Madeweg', 'Centraal Station']"
afbe4086-7e25-11e9-a320-7831c1d08f6a,Station Bijlmer ArenA,['metro54'],Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA']",0,[]
afc1ebd2-7e25-11e9-8984-7831c1d08f6a,Station Holendrecht,"['metro53', 'metro54']",Kraaienneststation,"['Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk', 'Station Holendrecht']",1,['Van der Madeweg']
afc3356e-7e25-11e9-b964-7831c1d08f6a,Amstelstation,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation']",1,['Centraal Station']
afc40958-7e25-11e9-8ba1-7831c1d08f6a,Rokin,"['metro51', 'metro52']",Station Lelylaan,"['Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']",1,['Station Zuid']
afc52842-7e25-11e9-bd00-7831c1d08f6a,Overamstel,"['metro54', 'metro51']",Amstelstation,"['Amstelstation', 'Spaklerweg', 'Overamstel']",1,['Spaklerweg']
afc6d3ae-7e25-11e9-9c57-7831c1d08f6a,Station RAI,"['metro52', 'metro51']",Vijzelgracht,"['Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI']",1,['Station Zuid']
afcacbba-7e25-11e9-988e-7831c1d08f6a,Noorderpark,"['tram12', 'metro52']",Leidseplein,"['Leidseplein', 'Prinsengracht', 'Keizersgracht', 'Koningsplein', 'Spui', 'Dam', 'Nieuwezijds Kolk', 'Centraal Station', 'Noorderpark']",1,['Centraal Station']
afce0700-7e25-11e9-ba2f-7831c1d08f6a,Noord,"['metro51', 'metro52']",Amstelveenseweg,"['Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Noorderpark', 'Noord']",1,['Station Zuid']
afcf205e-7e25-11e9-8964-7831c1d08f6a,Spaklerweg,['metro51'],Amstelveenseweg,"['Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg']",0,[]
afd0c2ba-7e25-11e9-a794-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
afd172f0-7e25-11e9-ba41-7831c1d08f6a,Centraal Station,['metro52'],Station Zuid,"['Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",0,[]
afd5f8a2-7e25-11e9-94ee-7831c1d08f6a,Isolatorweg,"['metro54', 'metro51']",Station Duivendrecht,"['Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk', 'Isolatorweg']",1,['Spaklerweg']
afd75d64-7e25-11e9-a85b-7831c1d08f6a,Waterlooplein,"['metro52', 'metro54']",Rokin,"['Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein']",1,['Centraal Station']
afd95894-7e25-11e9-9474-7831c1d08f6a,Weesperplein,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']",1,['Spaklerweg']
afd968ac-7e25-11e9-9584-7831c1d08f6a,Centraal Station,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station']",0,[]
afdd4a26-7e25-11e9-ae6b-7831c1d08f6a,Station Sloterdijk,"['metro54', 'metro51']",Station Duivendrecht,"['Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat', 'Burg.de Vlugtlaan', 'Station Sloterdijk']",1,['Spaklerweg']
afe1970c-7e25-11e9-a2dd-7831c1d08f6a,Noord,"['metro53', 'metro54', 'metro52']",Kraaienneststation,"['Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Noorderpark', 'Noord']",2,"['Van der Madeweg', 'Centraal Station']"
afe5474c-7e25-11e9-b791-7831c1d08f6a,Station Bijlmer ArenA,"['metro53', 'metro54']",Station Diemen-Zuid,"['Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",1,['Van der Madeweg']
afe933a4-7e25-11e9-a727-7831c1d08f6a,Noord,"['metro54', 'metro52']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Noorderpark', 'Noord']",1,['Centraal Station']
afec1a88-7e25-11e9-865c-7831c1d08f6a,Station Bijlmer ArenA,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",0,[]
aff4c32c-7e25-11e9-8eaa-7831c1d08f6a,Station Bijlmer ArenA,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA']",0,[]
aff58c8a-7e25-11e9-b6d6-7831c1d08f6a,Centraal Station,['metro54'],Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
aff68dba-7e25-11e9-a64a-7831c1d08f6a,Centraal Station,['metro54'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
aff78c2e-7e25-11e9-ad3e-7831c1d08f6a,Amstelstation,"['metro51', 'metro54']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation']",1,['Spaklerweg']
aff865fe-7e25-11e9-8720-7831c1d08f6a,Vijzelgracht,['metro52'],De Pijp,"['De Pijp', 'Vijzelgracht']",0,[]
aff90ebe-7e25-11e9-9151-7831c1d08f6a,Amstelstation,"['metro51', 'metro54']",Station Zuid,"['Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation']",1,['Spaklerweg']
aff9fa0c-7e25-11e9-8c0f-7831c1d08f6a,Station Zuid,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']",0,[]
affc11f4-7e25-11e9-8ea7-7831c1d08f6a,Waterlooplein,"['metro52', 'metro54']",Europaplein,"['Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein']",1,['Centraal Station']
affe5478-7e25-11e9-9eba-7831c1d08f6a,Weesperplein,['metro54'],Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein']",0,[]
b00167da-7e25-11e9-872c-7831c1d08f6a,Jan v.Galenstraat,['metro51'],Henk Sneevlietweg,"['Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan', 'Postjesweg', 'Jan v.Galenstraat']",0,[]
b0036314-7e25-11e9-99f8-7831c1d08f6a,Amstelveenseweg,"['metro53', 'metro50', 'metro51']",Station Diemen-Zuid,"['Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg']",2,"['Van der Madeweg', 'Overamstel']"
b0045a58-7e25-11e9-9792-7831c1d08f6a,Centraal Station,['metro54'],Strandvliet,"['Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
b007baa4-7e25-11e9-a7d7-7831c1d08f6a,De Boelelaan/VU,"['metro52', 'metro51', 'tram24']",Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg', 'VU medisch centrum', 'De Boelelaan/VU']",2,"['Station Zuid', 'Amstelveenseweg']"
b0097fec-7e25-11e9-851a-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
b00b9674-7e25-11e9-a0ed-7831c1d08f6a,Amstelveenseweg,"['metro54', 'metro51']",Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg']",1,['Spaklerweg']
b00cd9da-7e25-11e9-b387-7831c1d08f6a,Station RAI,"['metro52', 'metro51']",Noorderpark,"['Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Station RAI']",1,['Station Zuid']
b010449e-7e25-11e9-b602-7831c1d08f6a,Bullewijk,"['metro51', 'metro54']",Burg.de Vlugtlaan,"['Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht', 'Strandvliet', 'Station Bijlmer ArenA', 'Bullewijk']",1,['Spaklerweg']
b0130a12-7e25-11e9-baea-7831c1d08f6a,Heemstedestraat,"['metro52', 'metro51']",Centraal Station,"['Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat']",1,['Station Zuid']
b0170bd0-7e25-11e9-9159-7831c1d08f6a,De Boelelaan/VU,"['metro54', 'metro51', 'tram24']",Waterlooplein,"['Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'VU medisch centrum', 'De Boelelaan/VU']",2,"['Spaklerweg', 'Amstelveenseweg']"
b0192726-7e25-11e9-bb2e-7831c1d08f6a,Nieuwmarkt,"['metro53', 'metro54']",Kraaienneststation,"['Kraaienneststation', 'Station Ganzenhoef', 'Verrijn Stuartweg', 'Station Diemen-Zuid', 'Venserpolder', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt']",1,['Van der Madeweg']
b01c449c-7e25-11e9-8379-7831c1d08f6a,Station Duivendrecht,"['metro51', 'metro54']",Postjesweg,"['Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Van der Madeweg', 'Station Duivendrecht']",1,['Spaklerweg']
b01da21a-7e25-11e9-a21a-7831c1d08f6a,Amstelstation,['metro54'],Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation']",0,[]
b01db0d4-7e25-11e9-8d3e-7831c1d08f6a,Henk Sneevlietweg,['metro51'],Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg']",0,[]
b01e8e8c-7e25-11e9-9dc1-7831c1d08f6a,Centraal Station,"['metro51', 'metro52']",Jan v.Galenstraat,"['Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Centraal Station']",1,['Station Zuid']
b01f935e-7e25-11e9-8222-7831c1d08f6a,Centraal Station,['metro54'],Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
b0209af6-7e25-11e9-a0c4-7831c1d08f6a,Centraal Station,['metro54'],Gein,"['Gein', 'Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
b021c1ec-7e25-11e9-890d-7831c1d08f6a,Spaklerweg,['metro51'],Postjesweg,"['Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg']",0,[]
b0228c62-7e25-11e9-a9cf-7831c1d08f6a,Centraal Station,['metro54'],Wibautstraat,"['Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station']",0,[]
b0234f46-7e25-11e9-a110-7831c1d08f6a,Rokin,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin']",0,[]
b024abc8-7e25-11e9-b032-7831c1d08f6a,Amstelstation,['metro54'],Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation']",0,[]
b0259736-7e25-11e9-81f2-7831c1d08f6a,Station Zuid,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']",0,[]
b0268236-7e25-11e9-81c2-7831c1d08f6a,Station Zuid,['metro52'],Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid']",0,[]
b027cfcc-7e25-11e9-affe-7831c1d08f6a,Spaklerweg,"['metro52', 'metro54']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Nieuwmarkt', 'Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg']",1,['Centraal Station']
b0296f9e-7e25-11e9-9ecf-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Reigersbos,"['Reigersbos', 'Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
b02a2d34-7e25-11e9-8c09-7831c1d08f6a,Rokin,['metro52'],Centraal Station,"['Centraal Station', 'Rokin']",0,[]
b02b9d8c-7e25-11e9-a0cd-7831c1d08f6a,Amstelveenseweg,"['metro52', 'metro51']",Noord,"['Noord', 'Noorderpark', 'Centraal Station', 'Rokin', 'Vijzelgracht', 'De Pijp', 'Europaplein', 'Station Zuid', 'Amstelveenseweg']",1,['Station Zuid']
b02cb70a-7e25-11e9-90be-7831c1d08f6a,Station Zuid,"['metro54', 'metro51']",Waterlooplein,"['Waterlooplein', 'Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid']",1,['Spaklerweg']
b02f1c1e-7e25-11e9-8fc1-7831c1d08f6a,Waterlooplein,['metro54'],Centraal Station,"['Centraal Station', 'Nieuwmarkt', 'Waterlooplein']",0,[]
b038d334-7e25-11e9-9773-7831c1d08f6a,Waterlooplein,['metro54'],Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein']",0,[]
b038e62e-7e25-11e9-b293-7831c1d08f6a,Station Bijlmer ArenA,['metro54'],Station Holendrecht,"['Station Holendrecht', 'Bullewijk', 'Station Bijlmer ArenA']",0,[]
b039b16c-7e25-11e9-a6f5-7831c1d08f6a,Dam,"['metro51', 'metro52', 'tram24']",Station Lelylaan,"['Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin', 'Dam']",2,"['Station Zuid', 'Rokin']"
b03d48d8-7e25-11e9-8a28-7831c1d08f6a,Station Lelylaan,"['metro54', 'metro51']",Station Duivendrecht,"['Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg', 'Heemstedestraat', 'Station Lelylaan']",1,['Spaklerweg']
b040c858-7e25-11e9-b063-7831c1d08f6a,Henk Sneevlietweg,"['metro54', 'metro51']",Station Bijlmer ArenA,"['Station Bijlmer ArenA', 'Strandvliet', 'Station Duivendrecht', 'Van der Madeweg', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg', 'Henk Sneevlietweg']",1,['Spaklerweg']
b042a5d8-7e25-11e9-ad7b-7831c1d08f6a,Amstelveenseweg,"['metro54', 'metro51']",Weesperplein,"['Weesperplein', 'Wibautstraat', 'Amstelstation', 'Spaklerweg', 'Overamstel', 'Station RAI', 'Station Zuid', 'Amstelveenseweg']",1,['Spaklerweg']
b0433854-7e25-11e9-9089-7831c1d08f6a,Rokin,"['metro54', 'metro52']",Amstelstation,"['Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein', 'Nieuwmarkt', 'Centraal Station', 'Rokin']",1,['Centraal Station']
b04416b6-7e25-11e9-ac0c-7831c1d08f6a,Rokin,"['metro51', 'metro52']",Station Sloterdijk,"['Station Sloterdijk', 'Burg.de Vlugtlaan', 'Jan v.Galenstraat', 'Postjesweg', 'Station Lelylaan', 'Heemstedestraat', 'Henk Sneevlietweg', 'Amstelveenseweg', 'Station Zuid', 'Europaplein', 'De Pijp', 'Vijzelgracht', 'Rokin']",1,['Station Zuid']
b0459a22-7e25-11e9-972e-7831c1d08f6a,Waterlooplein,"['metro51', 'metro54']",Station Zuid,"['Station Zuid', 'Station RAI', 'Overamstel', 'Spaklerweg', 'Amstelstation', 'Wibautstraat', 'Weesperplein', 'Waterlooplein']",1,['Spaklerweg']
